qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|A0B8W6|A0B8W6_METTP	PRK03996	archaeal proteasome endopeptidase complex subunit alpha	archaeal proteasome endopeptidase complex subunit alpha. 	3.4.25.1	CDD:235192	Archaea	2157	69.231	234.0	72.0	0.0	1.0	234.0	8.0	241.0	4.01e-153	423.0
sp|A0B9K2|AATA_METTP	PRK04192	V-type ATP synthase subunit A	V-type ATP synthase subunit A; Provisional	7.1.2.2	CDD:235248	cellular organisms	131567	62.887	582.0	209.0	3.0	1.0	575.0	2.0	583.0	0.0	1077.0
tr|A0LE81|A0LE81_SYNFM	cl09928		N/A. This model describes a subset of formate dehydrogenase alpha chains found mainly in proteobacteria but also in Aquifex. The alpha chain contains domains for molybdopterin dinucleotide binding and molybdopterin oxidoreductase (pfam01568 and pfam00384, respectively). The holo-enzyme also contains beta and gamma subunits of 32 and 20 kDa. The enzyme catalyzes the oxidation of formate (produced from pyruvate during anaerobic growth) to carbon dioxide with the concomitant release of two electrons and two protons. The electrons are utilized mainly in the nitrate respiration by nitrate reductase. In E. coli and Salmonella, there are two forms of the formate dehydrogenase, one induced by nitrate which is strictly anaerobic (fdn), and one incuced during the transition from aerobic to anaerobic growth (fdo). This subunit is one of only three proteins in E. coli which contain selenocysteine. This model is well-defined, with a large, unpopulated trusted/noise gap. [Energy metabolism, Anaerobic, Energy metabolism, Electron transport]		CDD:447860												
tr|A0LE81|A0LE81_SYNFM	NF040763		NADH-dependent [FeFe] hydrogenase, group A6. 		CDD:468723			43.192	213.0	114.0	2.0	6.0	216.0	1.0	208.0	4.29e-90	279.0
tr|A0LE82|A0LE82_SYNFM	cl09928		N/A. This model describes a subset of formate dehydrogenase alpha chains found mainly in proteobacteria but also in Aquifex. The alpha chain contains domains for molybdopterin dinucleotide binding and molybdopterin oxidoreductase (pfam01568 and pfam00384, respectively). The holo-enzyme also contains beta and gamma subunits of 32 and 20 kDa. The enzyme catalyzes the oxidation of formate (produced from pyruvate during anaerobic growth) to carbon dioxide with the concomitant release of two electrons and two protons. The electrons are utilized mainly in the nitrate respiration by nitrate reductase. In E. coli and Salmonella, there are two forms of the formate dehydrogenase, one induced by nitrate which is strictly anaerobic (fdn), and one incuced during the transition from aerobic to anaerobic growth (fdo). This subunit is one of only three proteins in E. coli which contain selenocysteine. This model is well-defined, with a large, unpopulated trusted/noise gap. [Energy metabolism, Anaerobic, Energy metabolism, Electron transport]		CDD:447860												
tr|A0LE87|A0LE87_SYNFM	NF041513		formate dehydrogenase. Members of this family are the enzyme formate dehydrogenase, of a type found in the Actinomycetota, as in the genera Streptomyces, Nocardiopsis, Gordonia, and Saccharomonospora. Many are selenoproteins.		CDD:469399			40.993	866.0	411.0	24.0	7.0	801.0	209.0	1045.0	0.0	803.0
tr|A0LE88|A0LE88_SYNFM	PRK10882	hydrogenase 2 operon protein HybA	hydrogenase 2 operon protein HybA. 		CDD:236786	Gammaproteobacteria	1236	24.779	226.0	128.0	11.0	10.0	217.0	43.0	244.0	1.68e-26	102.0
sp|A0LEC9|ENO_SYNFM	PRK00077	phosphopyruvate hydratase	enolase; Provisional	4.2.1.11	CDD:234617	cellular organisms	131567	70.824	425.0	121.0	1.0	1.0	425.0	1.0	422.0	0.0	832.0
sp|A0LEH2|CH601_SYNFM	PRK00013	chaperonin GroEL	chaperonin GroEL; Reviewed		CDD:234573	cellular organisms	131567	73.724	529.0	137.0	2.0	1.0	527.0	1.0	529.0	0.0	996.0
tr|A0LEV9|A0LEV9_SYNFM	PRK00290	molecular chaperone DnaK	molecular chaperone DnaK; Provisional		CDD:234715	cellular organisms	131567	63.81	630.0	220.0	3.0	1.0	630.0	1.0	622.0	0.0	1111.0
tr|A0LF13|A0LF13_SYNFM	cl10011		Type 1 periplasmic binding fold superfamily. This family includes a diverse range of periplasmic binding proteins.		CDD:471960												
tr|A0LF38|A0LF38_SYNFM	PRK11921	anaerobic nitric oxide reductase flavorubredoxin	anaerobic nitric oxide reductase flavorubredoxin. 		CDD:237023	cellular organisms	131567	28.472	144.0	98.0	3.0	6.0	145.0	252.0	394.0	2.16e-18	78.6
tr|A0LFF3|A0LFF3_SYNFM	cl14632		vicinal oxygen chelate (VOC) family. This domain is one of two barrel-shaped regions that together form the active enzyme, 4-hydroxyphenylpyruvic acid dioxygenase, EC:1.13.11.27. As can be deduced from the disposition of the various Glyoxalase families, _2, _3 and _4 in Pfam, pfam00903, pfam12681, pfam13468, pfam13669, these two regions are similar to be indicative of a gene-duplication event. At the individual sequence level slight differences in conformation have given rise to slightly different functions. In the case of UniProt:P80064, 4-hydroxyphenylpyruvic acid dioxygenase catalyzes the formation of homogentisate from 4-hydroxyphenylpyruvate, and the pyruvate part of the HPPD substrate (4-hydroxyphenylpyruvate), derived from L-tyrosine, and the O2 molecule occupy the three free coordination sites of the catalytic iron atom in the C-terminal domain. In plants and photosynthetic bacteria, the tyrosine degradation pathway is crucial because homogentisate, a tyrosine degradation product, is a precursor for the biosynthesis of photosynthetic pigments, such as quinones or tocopherols.		CDD:472697												
tr|A0LFF5|A0LFF5_SYNFM	PRK09426	methylmalonyl-CoA mutase	methylmalonyl-CoA mutase; Reviewed	5.4.99.2	CDD:236508	cellular organisms	131567	40.945	127.0	75.0	0.0	6.0	132.0	584.0	710.0	2.56e-39	137.0
tr|A0LFF6|A0LFF6_SYNFM	PRK09426	methylmalonyl-CoA mutase	methylmalonyl-CoA mutase; Reviewed	5.4.99.2	CDD:236508	cellular organisms	131567	47.3	537.0	276.0	5.0	21.0	554.0	13.0	545.0	0.0	663.0
tr|A0LFF9|A0LFF9_SYNFM	cl39082		N/A. Members of this family are ATP-dependent urea carboxylase, including characterized members from Oleomonas sagaranensis (alpha class Proteobacterium) and yeasts such as Saccharomyces cerevisiae. The allophanate hydrolase domain of the yeast enzyme is not included in this model and is represented by an adjacent gene in Oleomonas sagaranensis. The fusion of urea carboxylase and allophanate hydrolase is designated urea amidolyase. The enzyme from Oleomonas sagaranensis was shown to be highly active on acetamide and formamide as well as urea. [Central intermediary metabolism, Nitrogen metabolism]		CDD:476865												
tr|A0LFJ0|A0LFJ0_SYNFM	PRK13483	ligand-gated channel protein	ligand-gated channel protein. 		CDD:184080	Proteobacteria	1224	23.205	780.0	411.0	35.0	39.0	762.0	13.0	660.0	8.369999999999999e-42	160.0
tr|A0LFV7|A0LFV7_SYNFM	PRK15488	thiosulfate reductase PhsA	thiosulfate reductase PhsA; Provisional		CDD:237973	Proteobacteria	1224	26.049	810.0	464.0	32.0	1.0	765.0	1.0	720.0	1.31e-67	237.0
tr|A0LFX1|A0LFX1_SYNFM	cl00292		Adenine nucleotide alpha hydrolase (AANH) superfamily. tRNA-cytidine(32) 2-sulfurtransferase, also called two-thiocytidine biosynthesis protein A or tRNA 2-thiocytidine biosynthesis protein TtcA, catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). TtcA belongs to the adenine nucleotide alpha hydrolase superfamily (AANH) that includes N-type ATP PPases and ATP sulfurylases. It forms an alpha/beta/alpha fold which binds to the adenosine group. This domain has a strongly conserved motif SGGKD at the N-terminus.		CDD:469708												
tr|A0LG79|A0LG79_SYNFM	cl09927		N/A. The S1 domain was originally identified as a repeat motif in the ribosomal S1 protein. It was later identified in a wide range of proteins. The S1 domain has an OB-fold structure. The S1 domain is involved in nucleic acid binding.		CDD:471952												
tr|A0LGH9|A0LGH9_SYNFM	cl10011		Type 1 periplasmic binding fold superfamily. This family includes a diverse range of periplasmic binding proteins.		CDD:471960												
tr|A0LGK7|A0LGK7_SYNFM	cl10011		Type 1 periplasmic binding fold superfamily. This family includes a diverse range of periplasmic binding proteins.		CDD:471960												
tr|A0LH28|A0LH28_SYNFM	PRK00290	molecular chaperone DnaK	molecular chaperone DnaK; Provisional		CDD:234715	cellular organisms	131567	71.451	641.0	168.0	2.0	1.0	641.0	1.0	626.0	0.0	1276.0
tr|A0LH39|A0LH39_SYNFM	PRK07118	Fe-S cluster domain-containing protein	Fe-S cluster domain-containing protein. 		CDD:235941	Chlorobiaceae	191412	32.877	73.0	31.0	3.0	5.0	64.0	165.0	232.0	0.000154	38.8
tr|A0LH39|A0LH39_SYNFM	PRK07118	Fe-S cluster domain-containing protein	Fe-S cluster domain-containing protein. 		CDD:235941	Bacteria	2	32.877	73.0	31.0	3.0	5.0	64.0	165.0	232.0	0.000154	38.8
tr|A0LH39|A0LH39_SYNFM	PRK07118	Fe-S cluster domain-containing protein	Fe-S cluster domain-containing protein. 		CDD:235941	Methanosarcinaceae	2206	32.877	73.0	31.0	3.0	5.0	64.0	165.0	232.0	0.000154	38.8
tr|A0LH40|A0LH40_SYNFM	PRK06854	adenylyl-sulfate reductase subunit alpha	adenylyl-sulfate reductase subunit alpha. 	1.8.99.2	CDD:235879	cellular organisms	131567	62.677	635.0	204.0	7.0	1.0	634.0	2.0	604.0	0.0	1086.0
tr|A0LH40|A0LH40_SYNFM	PRK06854	adenylyl-sulfate reductase subunit alpha	adenylyl-sulfate reductase subunit alpha. 	1.8.99.2	CDD:235879	Bacteria	2	62.677	635.0	204.0	7.0	1.0	634.0	2.0	604.0	0.0	1086.0
tr|A0LHL3|A0LHL3_SYNFM	cl47203		Carboxyl transferase domain. 3-methylcrotonyl-CoA carboxylase, beta chain		CDD:481543												
tr|A0LHS6|A0LHS6_SYNFM	NF040770		CoB-CoM heterodisulfide reductase HdrA2. HdrA2 represents a distinct subclass of the HdrA family, which is the A subunit of the CoB-CoM heterodisulfide reductase. HdrA2 from Methanosarcina acetivorans. A distinctive feature is a MvhD-like C-terminal domain, where MvhD is the signature delta subunit of the F420-non-reducing type of hydrogenase, Mvh.		CDD:468729			26.397	841.0	439.0	29.0	4.0	732.0	1.0	773.0	4.97e-101	326.0
tr|A0LHS7|A0LHS7_SYNFM	PRK07233	hypothetical protein (Provisional)	hypothetical protein; Provisional		CDD:235977	cellular organisms	131567	51.429	35.0	17.0	0.0	9.0	43.0	2.0	36.0	3.8e-08	53.4
sp|A0LI20|RISB_SYNFM	PRK00061	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase; Provisional	2.5.1.78	CDD:234606	Proteobacteria	1224	73.377	154.0	41.0	0.0	1.0	154.0	1.0	154.0	8.54e-92	261.0
sp|A0LI20|RISB_SYNFM	PRK00061	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase; Provisional	2.5.1.78	CDD:234606	cellular organisms	131567	73.377	154.0	41.0	0.0	1.0	154.0	1.0	154.0	8.54e-92	261.0
sp|A0LI20|RISB_SYNFM	PRK00061	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase; Provisional	2.5.1.78	CDD:234606	Bacteria	2	73.377	154.0	41.0	0.0	1.0	154.0	1.0	154.0	8.54e-92	261.0
sp|A0LI20|RISB_SYNFM	PRK00061	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase; Provisional	2.5.1.78	CDD:234606	Archaea	2157	73.377	154.0	41.0	0.0	1.0	154.0	1.0	154.0	8.54e-92	261.0
tr|A0LI60|A0LI60_SYNFM	PRK11190	Fe-S biogenesis protein NfuA	iron-sulfur cluster biogenesis protein NfuA. 		CDD:183027	Gammaproteobacteria	1236	32.941	85.0	43.0	5.0	1.0	72.0	98.0	181.0	3.64e-07	43.1
sp|A0LIH6|EFTU_SYNFM	PRK00049	elongation factor Tu	elongation factor Tu; Reviewed		CDD:234596	Bacteria	2	80.605	397.0	76.0	1.0	1.0	397.0	1.0	396.0	0.0	844.0
sp|A0LIJ6|RS3_SYNFM	CHL00048		ribosomal protein S3		CDD:214348			46.009	213.0	107.0	3.0	1.0	205.0	1.0	213.0	4.67e-91	264.0
tr|A0LIW6|A0LIW6_SYNFM	cl10011		Type 1 periplasmic binding fold superfamily. This family includes a diverse range of periplasmic binding proteins.		CDD:471960												
tr|A0LIY7|A0LIY7_SYNFM	PRK05678	succinate--CoA ligase subunit alpha	succinyl-CoA synthetase subunit alpha; Validated	6.2.1.5	CDD:180194	cellular organisms	131567	67.586	290.0	94.0	0.0	1.0	290.0	1.0	290.0	0.0	525.0
sp|A0LIY8|SUCC_SYNFM	PRK00696	ADP-forming succinate--CoA ligase subunit beta	ADP-forming succinate--CoA ligase subunit beta. 	6.2.1.5	CDD:234813	cellular organisms	131567	63.66	388.0	140.0	1.0	1.0	388.0	1.0	387.0	0.0	652.0
tr|A0LJ30|A0LJ30_SYNFM	NF033939	outer membrane homotrimeric porin	outer membrane homotrimeric porin. Proteins of this HMM family are primarily identified in sulfate-reducing Desulfovibrio, but this HMM may also hit proteins from other Gram-negative bacteria. Porins of this family form transmembrane pores for the passive transport of small molecules across the outer membranes of Gram-negative bacteria.		CDD:468255	Bacteria	2	28.205	351.0	191.0	16.0	1.0	340.0	1.0	301.0	2.1400000000000002e-29	119.0
tr|A0LJ79|A0LJ79_SYNFM	NF040770		CoB-CoM heterodisulfide reductase HdrA2. HdrA2 represents a distinct subclass of the HdrA family, which is the A subunit of the CoB-CoM heterodisulfide reductase. HdrA2 from Methanosarcina acetivorans. A distinctive feature is a MvhD-like C-terminal domain, where MvhD is the signature delta subunit of the F420-non-reducing type of hydrogenase, Mvh.		CDD:468729			34.342	661.0	318.0	13.0	16.0	575.0	1.0	646.0	4.0299999999999994e-170	500.0
tr|A0LJ81|A0LJ81_SYNFM	cl09928		N/A. This model describes a subset of formate dehydrogenase alpha chains found mainly in proteobacteria but also in Aquifex. The alpha chain contains domains for molybdopterin dinucleotide binding and molybdopterin oxidoreductase (pfam01568 and pfam00384, respectively). The holo-enzyme also contains beta and gamma subunits of 32 and 20 kDa. The enzyme catalyzes the oxidation of formate (produced from pyruvate during anaerobic growth) to carbon dioxide with the concomitant release of two electrons and two protons. The electrons are utilized mainly in the nitrate respiration by nitrate reductase. In E. coli and Salmonella, there are two forms of the formate dehydrogenase, one induced by nitrate which is strictly anaerobic (fdn), and one incuced during the transition from aerobic to anaerobic growth (fdo). This subunit is one of only three proteins in E. coli which contain selenocysteine. This model is well-defined, with a large, unpopulated trusted/noise gap. [Energy metabolism, Anaerobic, Energy metabolism, Electron transport]		CDD:447860												
tr|A0LJ84|A0LJ84_SYNFM	cl49634		N/A. succinate dehydrogenase/fumarate reductase iron-sulfur subunit; Provisional		CDD:483974												
tr|A0LJ87|A0LJ87_SYNFM	NF040770		CoB-CoM heterodisulfide reductase HdrA2. HdrA2 represents a distinct subclass of the HdrA family, which is the A subunit of the CoB-CoM heterodisulfide reductase. HdrA2 from Methanosarcina acetivorans. A distinctive feature is a MvhD-like C-terminal domain, where MvhD is the signature delta subunit of the F420-non-reducing type of hydrogenase, Mvh.		CDD:468729			44.686	414.0	218.0	6.0	12.0	421.0	144.0	550.0	9.78e-161	491.0
tr|A0LJ87|A0LJ87_SYNFM	NF040770		CoB-CoM heterodisulfide reductase HdrA2. HdrA2 represents a distinct subclass of the HdrA family, which is the A subunit of the CoB-CoM heterodisulfide reductase. HdrA2 from Methanosarcina acetivorans. A distinctive feature is a MvhD-like C-terminal domain, where MvhD is the signature delta subunit of the F420-non-reducing type of hydrogenase, Mvh.		CDD:468729			37.615	654.0	294.0	12.0	456.0	1009.0	1.0	640.0	6.790000000000001e-160	489.0
tr|A0LJQ2|A0LJQ2_SYNFM	PRK08345	cytochrome-c3 hydrogenase subunit gamma (Provisional)	cytochrome-c3 hydrogenase subunit gamma; Provisional		CDD:236247	Archaea	2157	40.909	286.0	142.0	8.0	3.0	269.0	1.0	278.0	1.4e-86	258.0
tr|A0LJS9|A0LJS9_SYNFM	PRK13552	fumarate reductase iron-sulfur subunit	fumarate reductase iron-sulfur subunit; Provisional		CDD:184136	Bacteria	2	66.109	239.0	80.0	1.0	1.0	238.0	1.0	239.0	2.51e-171	470.0
tr|A0LJT0|A0LJT0_SYNFM	PRK08626	fumarate reductase flavoprotein subunit	fumarate reductase flavoprotein subunit; Provisional		CDD:181507	Bacteria	2	65.359	612.0	209.0	3.0	1.0	610.0	1.0	611.0	0.0	1207.0
tr|A0LJX5|A0LJX5_SYNFM	PRK11198	peptidoglycan-binding protein LysM	LysM domain/BON superfamily protein; Provisional		CDD:236880	Bacteria	2	46.259	147.0	72.0	2.0	1.0	141.0	1.0	146.0	8.47e-70	205.0
tr|A0LK38|A0LK38_SYNFM	cl00257		DNA sequence specific (IHF) and non-specific (HU) domains. This model describes a set of proteins related to but longer than DNA-binding protein HU. Its distinctive domain architecture compared to HU and related histone-like DNA-binding proteins justifies the designation as superfamily. Members include, so far, one from Bacteroides fragilis, a gut bacterium, and ten from Porphyromonas gingivalis, an oral anaerobe. [DNA metabolism, Chromosome-associated proteins]		CDD:444792												
tr|A0LKL5|A0LKL5_SYNFM	cl10011		Type 1 periplasmic binding fold superfamily. This family includes a diverse range of periplasmic binding proteins.		CDD:471960												
tr|A0LKR5|A0LKR5_SYNFM	PRK15389		fumarate hydratase; Provisional		CDD:237955			75.14	535.0	133.0	0.0	1.0	535.0	2.0	536.0	0.0	1183.0
tr|A0LKR9|A0LKR9_SYNFM	PRK00522	thiol peroxidase	thiol peroxidase. 	1.11.1.-	CDD:179055	Bacteria	2	53.333	165.0	73.0	2.0	8.0	169.0	4.0	167.0	4.67e-86	248.0
sp|A0LKS4|CH602_SYNFM	PRK00013	chaperonin GroEL	chaperonin GroEL; Reviewed		CDD:234573	cellular organisms	131567	73.665	543.0	140.0	3.0	1.0	541.0	1.0	542.0	0.0	966.0
tr|A0LLD9|A0LLD9_SYNFM	cl00219		N/A. This family includes a variety of pterin binding enzymes that all adopt a TIM barrel fold. The family includes dihydropteroate synthase EC:2.5.1.15 as well as a group methyltransferase enzymes including methyltetrahydrofolate, corrinoid iron-sulfur protein methyltransferase (MeTr) that catalyzes a key step in the Wood-Ljungdahl pathway of carbon dioxide fixation. It transfers the N5-methyl group from methyltetrahydrofolate (CH3-H4folate) to a cob(I)amide centre in another protein, the corrinoid iron-sulfur protein. MeTr is a member of a family of proteins that includes methionine synthase and methanogenic enzymes that activate the methyl group of methyltetra-hydromethano(or -sarcino)pterin.		CDD:444759												
tr|A0LLE1|A0LLE1_SYNFM	NF040764		acetyl-CoA decarbonylase/synthase complex subunit alpha/beta. Members of this family have both alpha and beta regions. Proteins scoring between 400 and 800 have only the C-terminal (beta) region.		CDD:468724			60.523	727.0	267.0	5.0	10.0	736.0	1.0	707.0	0.0	1300.0
tr|A0LLE3|A0LLE3_SYNFM	PRK04452	acetyl-CoA decarbonylase/synthase complex subunit delta	acetyl-CoA decarbonylase/synthase complex subunit delta; Provisional		CDD:235301	cellular organisms	131567	54.921	315.0	139.0	3.0	1.0	314.0	1.0	313.0	6.860000000000001e-179	495.0
tr|A0LLE3|A0LLE3_SYNFM	PRK04452	acetyl-CoA decarbonylase/synthase complex subunit delta	acetyl-CoA decarbonylase/synthase complex subunit delta; Provisional		CDD:235301	Bacteria	2	54.921	315.0	139.0	3.0	1.0	314.0	1.0	313.0	6.860000000000001e-179	495.0
tr|A0LLE3|A0LLE3_SYNFM	PRK04452	acetyl-CoA decarbonylase/synthase complex subunit delta	acetyl-CoA decarbonylase/synthase complex subunit delta; Provisional		CDD:235301	Methanomada group	2283794	54.921	315.0	139.0	3.0	1.0	314.0	1.0	313.0	6.860000000000001e-179	495.0
tr|A0LLE3|A0LLE3_SYNFM	PRK04452	acetyl-CoA decarbonylase/synthase complex subunit delta	acetyl-CoA decarbonylase/synthase complex subunit delta; Provisional		CDD:235301	Euryarchaeota	28890	54.921	315.0	139.0	3.0	1.0	314.0	1.0	313.0	6.860000000000001e-179	495.0
sp|A0LLF8|ATPB_SYNFM	CHL00060		ATP synthase CF1 beta subunit		CDD:214349			65.612	474.0	156.0	1.0	2.0	468.0	15.0	488.0	0.0	805.0
sp|A0LLG0|ATPA_SYNFM	PRK09281	F0F1 ATP synthase subunit alpha	F0F1 ATP synthase subunit alpha; Validated	7.1.2.2	CDD:236448	cellular organisms	131567	70.495	505.0	146.0	1.0	1.0	505.0	1.0	502.0	0.0	1061.0
sp|A0LLG1|ATPD_SYNFM	PRK13429	F0F1 ATP synthase subunit delta	F0F1 ATP synthase subunit delta; Provisional	7.1.2.2	CDD:237386	Cyanobacteria	1117	44.444	180.0	100.0	0.0	1.0	180.0	1.0	180.0	2.43e-72	214.0
sp|A0LLG1|ATPD_SYNFM	PRK13429	F0F1 ATP synthase subunit delta	F0F1 ATP synthase subunit delta; Provisional	7.1.2.2	CDD:237386	Bacteroidales	171549	44.444	180.0	100.0	0.0	1.0	180.0	1.0	180.0	2.43e-72	214.0
sp|A0LLG1|ATPD_SYNFM	PRK13429	F0F1 ATP synthase subunit delta	F0F1 ATP synthase subunit delta; Provisional	7.1.2.2	CDD:237386	Bacteria	2	44.444	180.0	100.0	0.0	1.0	180.0	1.0	180.0	2.43e-72	214.0
sp|A0LLG1|ATPD_SYNFM	PRK13429	F0F1 ATP synthase subunit delta	F0F1 ATP synthase subunit delta; Provisional	7.1.2.2	CDD:237386	Neisseriaceae	481	44.444	180.0	100.0	0.0	1.0	180.0	1.0	180.0	2.43e-72	214.0
sp|A0LLG1|ATPD_SYNFM	PRK13429	F0F1 ATP synthase subunit delta	F0F1 ATP synthase subunit delta; Provisional	7.1.2.2	CDD:237386	Dehalococcoides mccartyi	61435	44.444	180.0	100.0	0.0	1.0	180.0	1.0	180.0	2.43e-72	214.0
sp|A0LLR2|FOLD_SYNFM	PRK14168	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD. 	1.5.1.5,3.5.4.9	CDD:237633	Bacteria	2	65.993	297.0	98.0	2.0	1.0	294.0	1.0	297.0	2.01e-146	411.0
sp|A0LLR3|FTHS_SYNFM	PRK13507	formate--tetrahydrofolate ligase	formate--tetrahydrofolate ligase; Provisional	6.3.4.3	CDD:184098	Bacteria	2	72.449	588.0	160.0	2.0	1.0	587.0	1.0	587.0	0.0	1250.0
tr|A0LLS9|A0LLS9_SYNFM	PRK07539	NADH-quinone oxidoreductase subunit NuoE	NADH-quinone oxidoreductase subunit NuoE. 	1.6.5.11	CDD:181024	cellular organisms	131567	40.69	145.0	86.0	0.0	1.0	145.0	6.0	150.0	8.35e-65	193.0
