qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|A0B7Z8|A0B7Z8_METTP	cd00995		The substrate-binding domain of an ABC-type nickel/oligopeptide-like import system contains the type 2 periplasmic binding fold. This family represents the periplasmic substrate-binding domain of nickel/dipeptide/oligopeptide transport systems, which function in the import of nickel and peptides, and other closely related proteins. The oligopeptide-binding protein OppA is a periplasmic component of an ATP-binding cassette (ABC) transport system OppABCDEF consisting of five subunits: two homologous integral membrane proteins OppB and OppF that form the translocation pore; two homologous nucleotide-binding domains OppD and OppF that drive the transport process through binding and hydrolysis of ATP; and the substrate-binding protein or receptor OppA that determines the substrate specificity of the transport system. The dipeptide (DppA) and oligopeptide (OppA) binding proteins differ in several ways. The DppA binds dipeptides and some tripeptides and is involved in chemotaxis toward dipeptides, whereas the OppA binds peptides of a wide range of lengths (2-35 amino acid residues) and plays a role in recycling of cell wall peptides, which precludes any involvement in chemotaxis.  Similar to the ABC-type dipeptide and oligopeptide import systems, nickel transporter is comprised of five subunits NikABCDE: the two pore-forming integral inner membrane proteins NikB and NikC; the two inner membrane-associated proteins with ATPase activity NikD and NikE; and the periplasmic nickel binding NikA, which is the initial nickel receptor that controls the chemotactic response away from nickel.  Most of other periplasmic binding proteins are comprised of only two globular subdomains corresponding to domains I and III of the dipeptide/oligopeptide binding proteins. The structural topology of these domains is most similar to that of the type 2 periplasmic binding proteins (PBP2), which are responsible for the uptake of a variety of substrates such as phosphate, sulfate, polysaccharides, lysine/arginine/ornithine, and histidine.  The PBP2 bind their ligand in the cleft between these domains in a manner resembling a Venus flytrap. After binding their specific ligand with high affinity, they can interact with a cognate membrane transport complex comprised of two integral membrane domains and two cytoplasmically located ATPase domains. This interaction triggers the ligand translocation across the cytoplasmic membrane energized by ATP hydrolysis.  Besides transport proteins, the PBP2 superfamily includes the ligand binding domains of ionotropic glutamate receptors, LysR-type transcriptional regulators, and unorthodox sensor proteins involved in signal transduction.		CDD:173853			29.918	488.0	306.0	15.0	30.0	503.0	1.0	466.0	1.58e-108	330.0
tr|A0B8F2|A0B8F2_METTP	cd05966		Acetyl-CoA synthetase (also known as acetate-CoA ligase and acetyl-activating enzyme). Acetyl-CoA synthetase (ACS, EC 6.2.1.1, acetate#CoA ligase or acetate:CoA ligase (AMP-forming)) catalyzes the formation of acetyl-CoA from acetate, CoA, and ATP. Synthesis of acetyl-CoA is carried out in a two-step reaction. In the first step, the enzyme catalyzes the synthesis of acetyl-AMP intermediate from acetate and ATP. In the second step, acetyl-AMP reacts with CoA to produce acetyl-CoA. This enzyme is widely present in all living organisms. The activity of this enzyme is crucial for maintaining the required levels of acetyl-CoA, a key intermediate in many important biosynthetic and catabolic processes. Acetyl-CoA is used in the biosynthesis of glucose, fatty acids, and cholesterol. It can also be used in the production of energy in the citric acid cycle. Eukaryotes typically have two isoforms of acetyl-CoA synthetase, a cytosolic form involved in biosynthetic processes and a mitochondrial form primarily involved in energy generation.		CDD:341270			57.655	614.0	249.0	7.0	50.0	659.0	2.0	608.0	0.0	1059.0
tr|A0B8W6|A0B8W6_METTP	cd03756		proteasome_alpha_archeal. The 20S proteasome, multisubunit proteolytic complex, is the central enzyme of nonlysosomal protein degradation in both the cytosol and nucleus. It is composed of 28 subunits arranged as four homoheptameric rings that stack on top of one another forming an elongated alpha-beta-beta-alpha cylinder with a central cavity. The proteasome alpha and beta subunits are members of the N-terminal nucleophile (Ntn)-hydrolase superfamily. Their N-terminal threonine residues are exposed as a nucleophile in peptide bond hydrolysis. Mammals have 7 alpha and 7 beta proteasome subunits while archaea have one of each.		CDD:239725			68.9	209.0	65.0	0.0	2.0	210.0	1.0	209.0	4.51e-126	353.0
sp|A0B9K2|AATA_METTP	cd01134		V/A-type ATP synthase catalytic subunit A. V/A-type ATP synthase catalytic subunit A. These ATPases couple ATP hydrolysis to the build up of a H+ gradient, but V-type ATPases do not catalyze the reverse reaction. Vacuolar (V-type) ATPases play major roles in endomembrane and plasma membrane proton transport in eukaryotes. They are found in multiple intracellular membranes including vacuoles, endosomes, lysosomes, Golgi-derived vesicles, secretory vesicles, as well as the plasma membrane. Archaea have a protein which is similar in sequence to V-ATPases, but functions like an F-ATPase (called A-ATPase).  A similar protein is also found in a few bacteria.		CDD:410878			56.164	365.0	81.0	2.0	69.0	431.0	1.0	288.0	0.0	557.0
sp|A0B9K2|AATA_METTP	cl38909		ATP synthase, alpha/beta subunits of F1/V1/A1 complex, flagellum-specific ATPase FliI, N-terminal domain. The alpha (A) subunit of the V1/A1 complexes of V/A-type ATP synthases, N-terminal domain.  The V- and A-type family of ATPases are composed of two linked multi-subunit complexes: the V1 or A1 complex contain three copies each of the alpha and beta subunits that form the soluble catalytic core, which is involved in ATP synthesis/hydrolysis, and the Vo or Ao complex that forms the membrane-embedded proton pore. The A-ATP synthase (AoA1-ATPase) is found in archaea and functions like F-ATP synthase. Structurally, however, the A-ATP synthase is more closely related to the V-ATP synthase (vacuolar VoV1-ATPase), which is a proton-translocating ATPase responsible for acidification of eukaryotic intracellular compartments and for ATP synthesis in archaea and some eubacteria. Collectively, the V- and A-type synthases can function in both ATP synthesis and hydrolysis modes.		CDD:365785												
sp|A0B9K2|AATA_METTP	cd18111		V/A-type ATP synthase catalytic subunit A (alpha), C-terminal domain. The alpha (A) subunit of the V1/A1 complex of V/A-type ATP synthases, C-terminal domain.  The V- and A-type family of ATPases are composed of two linked multi-subunit complexes: the V1 and A1 complexes contain three copies each of the alpha and beta subunits that form the soluble catalytic core, which is involved in ATP synthesis/hydrolysis, and the Vo or Ao complex that forms the membrane-embedded proton pore. The A-ATP synthase (AoA1-ATPase) is found in archaea and functions like F-ATP synthase. Structurally, however, the A-ATP synthase is more closely related to the V-ATP synthase (vacuolar VoV1-ATPase), which is a proton-translocating ATPase responsible for acidification of eukaryotic intracellular compartments and for ATP synthesis in archaea and some eubacteria. Collectively, the V- and A-type synthases can function in both ATP synthesis and hydrolysis modes.		CDD:349746			54.286	105.0	48.0	0.0	447.0	551.0	1.0	105.0	1.32e-50	167.0
sp|A0B9K2|AATA_METTP	cd12797		M23 family metallopeptidase, also known as beta-lytic metallopeptidase, and similar proteins. This model describes the metallopeptidase M23 family, which includes beta-lytic metallopeptidase and lysostaphin. Members of this family are zinc endopeptidases that lyse bacterial cell wall peptidoglycans; they cleave either the N-acylmuramoyl-Ala bond between the cell wall peptidoglycan and the cross-linking peptide (e.g. beta-lytic endopeptidase) or a bond within the cross-linking peptide (e.g. stapholysin, and lysostaphin). Beta-lytic metallopeptidase, formerly known as beta-lytic protease, has a preference for cleavage of Gly-X bonds and favors hydrophobic or apolar residues on either side. It inhibits growth of sensitive organisms and may potentially serve as an antimicrobial agent. Lysostaphin, produced by Staphylococcus genus, cleaves pentaglycine cross-bridges of cell wall peptidoglycan, acting as autolysins to maintain cell wall metabolism or as toxins and weapons against competing strains. Staphylolysin (also known as LasA) is implicated in a range of processes related to Pseudomonas virulence, including stimulating shedding of the ectodomain of cell surface heparan sulphate proteoglycan syndecan-1, and elastin degradation in connective tissue. Its active site is less constricted and contains a five-coordinate zinc ion with trigonal bipyramidal geometry and two metal-bound water molecules, possibly contributing to its activity against a wider range of substrates than those used by related lytic enzymes, consistent with its multiple roles in Pseudomonas virulence. The family includes members that do not appear to have the conserved zinc-binding site and might be lipoproteins lacking proteolytic activity.		CDD:410984			33.333	48.0	25.0	2.0	96.0	137.0	24.0	70.0	0.000366	38.0
tr|A0LE81|A0LE81_SYNFM	cl09928		N/A. This model describes a subset of formate dehydrogenase alpha chains found mainly in proteobacteria but also in Aquifex. The alpha chain contains domains for molybdopterin dinucleotide binding and molybdopterin oxidoreductase (pfam01568 and pfam00384, respectively). The holo-enzyme also contains beta and gamma subunits of 32 and 20 kDa. The enzyme catalyzes the oxidation of formate (produced from pyruvate during anaerobic growth) to carbon dioxide with the concomitant release of two electrons and two protons. The electrons are utilized mainly in the nitrate respiration by nitrate reductase. In E. coli and Salmonella, there are two forms of the formate dehydrogenase, one induced by nitrate which is strictly anaerobic (fdn), and one incuced during the transition from aerobic to anaerobic growth (fdo). This subunit is one of only three proteins in E. coli which contain selenocysteine. This model is well-defined, with a large, unpopulated trusted/noise gap. [Energy metabolism, Anaerobic, Energy metabolism, Electron transport]		CDD:447860												
tr|A0LE82|A0LE82_SYNFM	cl09928		N/A. This model describes a subset of formate dehydrogenase alpha chains found mainly in proteobacteria but also in Aquifex. The alpha chain contains domains for molybdopterin dinucleotide binding and molybdopterin oxidoreductase (pfam01568 and pfam00384, respectively). The holo-enzyme also contains beta and gamma subunits of 32 and 20 kDa. The enzyme catalyzes the oxidation of formate (produced from pyruvate during anaerobic growth) to carbon dioxide with the concomitant release of two electrons and two protons. The electrons are utilized mainly in the nitrate respiration by nitrate reductase. In E. coli and Salmonella, there are two forms of the formate dehydrogenase, one induced by nitrate which is strictly anaerobic (fdn), and one incuced during the transition from aerobic to anaerobic growth (fdo). This subunit is one of only three proteins in E. coli which contain selenocysteine. This model is well-defined, with a large, unpopulated trusted/noise gap. [Energy metabolism, Anaerobic, Energy metabolism, Electron transport]		CDD:447860												
tr|A0LE82|A0LE82_SYNFM	cd02790		Formate dehydrogenase H (Formate-Dh-H) catalyzes the reversible oxidation of formate to CO2 with the release of a proton and two electrons. It is a component of the anaerobic formate hydrogen lyase complex. The E. coli formate dehydrogenase H (Fdh-H) is a monomer composed of a single polypeptide chain with a  Mo active site region and a [4Fe-4S] center. This CD (MopB_CT_Formate-Dh_H) is of the conserved molybdopterin_binding C-terminal (MopB_CT) region present in many, but not all, MopB homologs.		CDD:239191			54.31	116.0	53.0	0.0	412.0	527.0	1.0	116.0	4.7500000000000005e-56	181.0
tr|A0LE87|A0LE87_SYNFM	cl09928		N/A. This model describes a subset of formate dehydrogenase alpha chains found mainly in proteobacteria but also in Aquifex. The alpha chain contains domains for molybdopterin dinucleotide binding and molybdopterin oxidoreductase (pfam01568 and pfam00384, respectively). The holo-enzyme also contains beta and gamma subunits of 32 and 20 kDa. The enzyme catalyzes the oxidation of formate (produced from pyruvate during anaerobic growth) to carbon dioxide with the concomitant release of two electrons and two protons. The electrons are utilized mainly in the nitrate respiration by nitrate reductase. In E. coli and Salmonella, there are two forms of the formate dehydrogenase, one induced by nitrate which is strictly anaerobic (fdn), and one incuced during the transition from aerobic to anaerobic growth (fdo). This subunit is one of only three proteins in E. coli which contain selenocysteine. This model is well-defined, with a large, unpopulated trusted/noise gap. [Energy metabolism, Anaerobic, Energy metabolism, Electron transport]		CDD:447860												
tr|A0LE87|A0LE87_SYNFM	cd02792		Formate dehydrogenase N, alpha subunit (Formate-Dh-Na) is a major component of nitrate respiration in bacteria such as in the E. coli formate dehydrogenase N (Fdh-N). Fdh-N is a membrane protein that is a complex of three different subunits and is the major electron donor to the nitrate respiratory chain. Also included in this CD is the Desulfovibrio gigas tungsten formate dehydrogenase, DgW-FDH. In contrast to Fdh-N, which is a  functional heterotrimer, DgW-FDH is a heterodimer. The DgW-FDH complex is composed of a large subunit carrying the W active site and one [4Fe-4S] center, and a small subunit that harbors a series of three [4Fe-4S] clusters as well as a putative vacant binding site for a fourth cluster. The smaller subunit is not included in this alignment. This CD (MopB_CT_Formate-Dh-Na-like) is of the conserved molybdopterin_binding C-terminal (MopB_CT) region present in many, but not all, MopB homologs.		CDD:239193			50.382	131.0	56.0	2.0	673.0	803.0	1.0	122.0	1.22e-53	179.0
tr|A0LE88|A0LE88_SYNFM	cd10559		tungsten-containing formate dehydrogenase, small subunit. This subfamily contains beta subunit of Tungsten-containing formate dehydrogenase (W-FDH), a member of the DMSO reductase family. W-FDH contains a tungsten instead of molybdenum at the catalytic center. This enzyme seems to be exclusively found in organisms such as hyperthermophilic archaea that live in extreme environments. It is a heterodimer of a large and a small subunit; the large subunit harbors the W site and one [4Fe-4S] center and the small subunit, containing three [4Fe-4S] clusters, functions to transfer electrons.		CDD:319881			56.219	201.0	87.0	1.0	6.0	206.0	1.0	200.0	3.08e-113	320.0
sp|A0LEC9|ENO_SYNFM	cd03313		Enolase: Enolases are homodimeric enzymes that catalyse the reversible dehydration of 2-phospho-D-glycerate to phosphoenolpyruvate as part of the glycolytic and gluconeogenesis pathways. The reaction is facilitated by the presence of metal ions.		CDD:239429			66.422	408.0	135.0	1.0	6.0	411.0	1.0	408.0	0.0	733.0
sp|A0LEH2|CH601_SYNFM	cd03344		GroEL_like type I chaperonin. Chaperonins are involved in productive folding of proteins. They share a common general morphology, a double toroid of 2 stacked rings, each composed of 7-9 subunits. The symmetry of type I is seven-fold and they are found in eubacteria (GroEL) and in organelles of eubacterial descent (hsp60 and RBP). With the aid of cochaperonin GroES, GroEL encapsulates non-native substrate proteins inside the cavity of the GroEL-ES complex and promotes folding by using energy derived from ATP hydrolysis.		CDD:239460			72.885	520.0	140.0	1.0	3.0	521.0	1.0	520.0	0.0	907.0
tr|A0LEV9|A0LEV9_SYNFM	cd10234		"nucleotide-binding domain (NBD) of Escherichia coli chaperone protein DnaK and similar proteins. This subfamily includes Escherichia coli chaperone protein DnaK (also known as heat shock 70 kDa protein/HSP70), human mitochondrial heat shock 70 kDa protein HSPA9 (also known as mitochondrial stress-70 protein; mortalin; 75 kDa glucose-regulated protein/GRP-75; HSPA9B; MOT; peptide-binding protein 74/PBP74), Saccharomyces cerevisiae stress-seventy subfamily C proteins, Ssc1p (also called import motor subunit, mitochondrial; endonuclease SceI 75 kDa subunit; mtHSP70; ENS1; endonuclease SceI 75 kDa subunit) and Ssc3p (also called extracellular mutant protein 10/Ecm10), and Saccharomyces cerevisiae Stress-seventy subfamily Q protein 1/Ssq1p (also called Ssc2p; Ssh1p; mtHSP70 homolog). They all belong to the heat shock protein 70 (HSP70) family of chaperones that assist in protein folding and assembly, and can direct incompetent ""client"" proteins towards degradation. Typically, HSP70s have a nucleotide-binding domain (NBD) and a substrate-binding domain (SBD). The nucleotide sits in a deep cleft formed between the two lobes of the NBD. The two subdomains of each lobe change conformation between ATP-bound, ADP-bound, and nucleotide-free states. ATP binding opens up the substrate-binding site; substrate-binding increases the rate of ATP hydrolysis. Hsp70 chaperone activity is regulated by various co-chaperones: J-domain proteins and nucleotide exchange factors (NEFs); for Escherichia coli DnaK, these are the DnaJ and GrpE, respectively."		CDD:466832			69.359	359.0	109.0	1.0	5.0	363.0	2.0	359.0	0.0	695.0
tr|A0LEY5|A0LEY5_SYNFM	cd13653		Substrate binding domain of putative ABC-type phosphate transporter, a member of the type 2 periplasmic binding fold superfamily. This subfamily contains uncharacterized phosphate binding domains found in PstS proteins that serve as initial receptors in the ABC transport of phosphate in eubacteria and archaea. After binding the ligand, PstS interacts with a cognate membrane transport complex comprised of two integral membrane domains and two cytoplasmically located ATPase domains. This interaction triggers the ligand translocation across the cytoplasmic membrane energized by ATP hydrolysis. The PstS proteins belong to the PBP2 superfamily of periplasmic binding proteins that differ in size and ligand specificity, but have similar tertiary structures consisting of two globular subdomains connected by a flexible hinge. They have been shown to bind their ligand in the cleft between these domains in a manner resembling a Venus flytrap.		CDD:270371			49.372	239.0	119.0	2.0	40.0	276.0	2.0	240.0	7.17e-91	267.0
tr|A0LF13|A0LF13_SYNFM	cd19982		type 1 periplasmic ligand-binding domain of uncharacterized ABC (ATPase Binding Cassette)-type active transport systems predicted to be involved in transport of amino acids, peptides, or inorganic ions. This subgroup includes the type 1 periplasmic ligand-binding domain of uncharacterized ABC (ATPase Binding Cassette)-type active transport systems that are predicted to be involved in transport of amino acids, peptides, or inorganic ions. This subgroup has high sequence similarity to members of the family of hydrophobic amino acid transporters (HAAT), such as leucine-isoleucine-valine binding protein (LIVBP); however, their ligand specificity has not been determined experimentally.		CDD:380637			48.974	341.0	135.0	1.0	29.0	369.0	1.0	302.0	1.84e-139	398.0
tr|A0LFF3|A0LFF3_SYNFM	cd07249		Methylmalonyl-CoA epimerase (MMCE). MMCE, also called methylmalonyl-CoA racemase (EC 5.1.99.1) interconverts (2R)-methylmalonyl-CoA and (2S)-methylmalonyl-CoA. MMCE has been found in bacteria, archaea, and in animals. In eukaryotes, MMCE is an essential enzyme in a pathway that converts propionyl-CoA to succinyl-CoA, and is important in the breakdown of odd-chain length fatty acids, branched-chain amino acids, and other metabolites. In bacteria, MMCE participates in the reverse pathway for propionate fermentation, glyoxylate regeneration, and the biosynthesis of polyketide antibiotics. MMCE is closely related to glyoxalase I and type I extradiol dioxygenases.		CDD:319912			53.543	127.0	59.0	0.0	6.0	132.0	1.0	127.0	1.01e-54	165.0
tr|A0LFF5|A0LFF5_SYNFM	cd02071		methylmalonyl CoA mutase B12 binding domain. This domain binds to B12 (adenosylcobamide), which initiates the conversion of succinyl CoA and methylmalonyl CoA by forming an adenosyl radical, which then undergoes a rearrangement exchanging a hydrogen atom with a group attached to a neighboring carbon atom. This family is present in both mammals and bacteria. Bacterial members are heterodimers and involved in the fermentation of pyruvate to propionate. Mammalian members are homodimers and responsible for the conversion of odd-chain fatty acids and branched-chain amino acids via propionyl CoA to succinyl CoA for further degradation.		CDD:239022			65.574	122.0	42.0	0.0	6.0	127.0	1.0	122.0	3.11e-64	189.0
tr|A0LFF6|A0LFF6_SYNFM	cd03680		Coenzyme B12-dependent-methylmalonyl coenzyme A (CoA) mutase (MCM) family, isobutyryl-CoA mutase (ICM)-like subfamily; contains archaeal and bacterial proteins similar to the large subunit of Streptomyces cinnamonensis coenzyme B12-dependent ICM. ICM from S. cinnamonensis is comprised of a large and a small subunit. The holoenzyme appears to be an alpha2beta2 heterotetramer with up to 2 molecules of coenzyme B12 bound. The small subunit binds coenzyme B12. ICM catalyzes the reversible rearrangement of n-butyryl-CoA to isobutyryl-CoA, intermediates in fatty acid and valine catabolism, which in S. cinnamonensis can be converted to methylmalonyl-CoA and used in polyketide synthesis.		CDD:239652			64.498	538.0	191.0	0.0	14.0	551.0	1.0	538.0	0.0	951.0
tr|A0LFF9|A0LFF9_SYNFM	cd06850		The biotinyl-domain or biotin carboxyl carrier protein (BCCP) domain is present in all biotin-dependent enzymes, such as acetyl-CoA carboxylase, pyruvate carboxylase, propionyl-CoA carboxylase, methylcrotonyl-CoA carboxylase, geranyl-CoA carboxylase, oxaloacetate decarboxylase, methylmalonyl-CoA decarboxylase, transcarboxylase and urea amidolyase. This domain functions in transferring CO2 from one subsite to another, allowing carboxylation, decarboxylation, or transcarboxylation. During this process, biotin is covalently attached to a specific lysine.		CDD:133459			54.545	66.0	30.0	0.0	595.0	660.0	2.0	67.0	3.2200000000000004e-32	117.0
